id,AoA_Bird_Lem,AoA_Bristol_Lem,AoA_Cort_Lem,AoA_Kup,AoA_Kup_Lem,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprPerProPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprProperNounsPerNoun,DISC_globalArgumentOverlapCount,DISC_globalContentWordOverlapCount,DISC_globalNounOverlapCount,DISC_globalStemOverlapCount,DISC_localArgumentOverlapCount,DISC_localContentWordOverlapCount,DISC_localNounOverlapCount,DISC_localStemOverlapCount,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCImageability,MRCPavioMeaningfulness,POS_adjVar,POS_advVar,POS_correctedVV1,POS_modVar,POS_nounVar,POS_numAdjectives,POS_numAdverbs,POS_numConjunct,POS_numDeterminers,POS_numFunctionWords,POS_numLexicals,POS_numModals,POS_numNouns,POS_numPerPronouns,POS_numPrepositions,POS_numPronouns,POS_numProperNouns,POS_numVerbs,POS_numVerbsVB,POS_numVerbsVBD,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_numWhPronouns,POS_squaredVerbVar1,POS_verbVar1,POS_verbVar2,SYN_CNPerClause,SYN_CNPerTunit,SYN_ComplexTunitRatio,SYN_CoordPerClause,SYN_CoordPerTunit,SYN_DependentClauseRatio,SYN_DependentClausesPerTunit,SYN_MLC,SYN_MLT,SYN_TunitComplexityRatio,SYN_VPPerTunit,SYN_avgParseTreeHeightPerSen,SYN_avgSentenceLength,SYN_numClausesPerSen,SYN_numConjPPerSen,SYN_numNPSize,SYN_numNPsPerSen,SYN_numPPSize,SYN_numPPsPerSen,SYN_numRRCsPerSen,SYN_numSBARsPerSen,SYN_numSentences,SYN_numSubtreesPerSen,SYN_numTunitsPerSen,SYN_numVPSize,SYN_numVPsPerSen,SYN_numWHPsPerSen,TRAD_ARI,TRAD_Coleman,TRAD_FOG,TRAD_FORCAST,TRAD_Flesch,TRAD_Kincaid,TRAD_LIX,TRAD_SMOG,TRAD_numChars,TRAD_numSyll,WN_numHypernyms,WN_numHyponyms,WN_numSenses,Word_BilogTTR,Word_CTTR,Word_MTLD,Word_RTTR,Word_TTR,Word_UberIndex,Word_numWords,numConnectives,numDiscConnectives,numNonDiscConnectives,numCompConnectives,numExpConnectives,numContConnectives,numTempConnectives,PRONOUNS_NOUNS_RATIO_INDEX,AVG_PRONOUNS_PER_SENT_INDEX,AVG_PRONOUNS_PER_WORD_INDEX,AVG_PERSONAL_PRONOUNS_PER_SENT_INDEX,AVG_PERSONAL_PRONOUNS_PER_WORD_INDEX,AVG_POSSESIVE_PRONOUNS_PER_SENT_INDEX,AVG_PESSESIVE_PRONOUNS_PER_WORD_INDEX,AVG_DEFINITE_ARTICLES_PER_SENT_INDEX,AVG_DEFINITE_ARTICLES_PER_WORD_INDEX,PROPER_NAMES_WORD_RATIO_INDEX,WORD_OVERLAP,LEMMA_OVERLAP,NOUN_AND_PRONOUN_OVERLAP_BY_LEMMA,NOUN_AND_PRONOUN_OVERLAP_BY_ORTH,S_2_S,S_2_O,S_2_N,O_2_S,O_2_O,O_2_N,N_2_S,N_2_O,PROPORTION_INDEF_NP_REFCHAIN,PROPORTION_DEF_NP_REFCHAIN,PROPORTION_PERSONAL_PRONOUNS_REFCHAIN,PROPORTION_DEMONSTRATIVE_DETERMINERS_REFCHAIN,PROPORTION_REFLEXIVE_PRONOUNS_REFCHAIN,PROPORTION_PROPER_NOUNS_REFCHAIN,AVG_LEN_REFCHAIN
Int-Txt-WNL Bogus Allergy-int,3.62,1.2,2.63,4.31,5.63,0.81,0.03,0.03,0.62,0.25,0.01,0.15,0.87,0.04,0.04,6.12,26.9,3.5,6.28,0.4,1.46,0.31,0.4,0.26,2.25,2.03,4.25,2.19,0.2,0.15,0.06,9.88,0.22,0.46,0.1,0.04,0.04,0.11,0.38,0.65,0.01,0.3,0.03,0.12,0.05,0.01,0.2,0.04,0,0.02,0.02,0.06,0.04,0,195.55,1.67,0.29,2.78,2.78,0.51,0.26,0.26,0.49,0.49,9.06,9.06,1,1.78,12.46,22.37,2.46,0.03,1.9,5.68,2.01,2,0,1.25,32,65.87,2.46,2.27,4.4,0.59,11.54,11.24,14.7,17.52,59.8,9.95,46.01,13.57,4.84,1.49,0,0.04,5.61,0.87,8.45,8.64,11.95,0.44,53.65,716,1.62,0.53,1.09,0.12,0.12,0.15,0.12,0.106951872,0.625,0.027894003,0.59375,0.026499303,0,0,0.8125,0.036262204,0.020920502,0.124128312,0.174337517,0.023709902,0.015341702,0.014084507,0.014084507,0.971830986,0,0.03030303,0.96969697,0.699029126,0.300970874,0.230769231,0.205128205,0.333333333,0,0.025641026,0,3.25
Int-Txt-WNL Bright Future-int,3.53,1.4,2.6,4.32,5.41,1.02,0.06,0.01,0.28,0.21,0.01,0.09,0.5,0.03,0.31,4.39,14.52,2.78,4.56,0.32,1.13,0.21,0.32,0.31,2.32,2.2,4.5,2.5,0.35,0.16,0.07,9.08,0.23,0.51,0.11,0.04,0.03,0.11,0.36,0.68,0.01,0.35,0.01,0.11,0.04,0.11,0.17,0.03,0.01,0.02,0.01,0.03,0.04,0,165.01,1.51,0.23,3.15,1.76,0.16,0.24,0.13,0.31,0.17,12.34,6.9,0.55,1.23,10.1,17.71,1.43,0,2.06,4.15,2.02,1.5,0,0.5,46,50.97,2.56,2.21,3.17,0.28,9.59,11.28,12.64,17.6,66.36,7.88,39.69,12.16,4.92,1.47,0,0,6.8,0.88,9.11,7.53,12.89,0.45,56.51,815,1.1,0.43,0.67,0.1,0.15,0.08,0.08,0.053497942,0.282608696,0.015931373,0.282608696,0.015931373,0,0,1.02173913,0.057598039,0.134803922,0.145833333,0.1875,0.022058824,0.015931373,0.028169014,0,0.971830986,0,0.023255814,0.976744186,0.617391304,0.382608696,0.12962963,0.518518519,0.203703704,0,0,0.296296296,2.842105263
Int-Txt-WNL Brown bears-int,3.69,1.47,2.71,4.58,5.88,1.09,0.05,0.02,0.54,0.15,0,0.1,0.69,0.03,0.21,6.39,19.54,5.33,6.42,0.51,1.87,0.45,0.51,0.35,1.91,1.76,3.86,2.02,0.09,0.15,0.05,9.02,0.21,0.51,0.1,0.03,0.04,0.08,0.37,0.66,0,0.34,0.02,0.15,0.03,0.07,0.17,0.03,0.02,0.03,0.01,0.04,0.03,0,162.75,1.49,0.25,3.95,3.14,0.36,0.3,0.24,0.42,0.33,11.27,8.96,0.79,1.4,11.96,22.54,2,0,1.85,6,2.03,2.81,0,0.93,33,65.63,2.51,2.23,3.54,0.21,12.8,12.9,14.61,17.53,61.42,9.69,49.18,13.51,5.13,1.47,0,0,5.39,0.87,8.5,8.77,12.02,0.44,53.37,744,1.21,0.33,0.87,0.09,0.09,0.09,0.06,0.081447964,0.545454545,0.024161074,0.545454545,0.024161074,0,0,1.060606061,0.046979866,0.087248322,0.175838926,0.205369128,0.034899329,0.033557047,0.070175439,0,0.929824561,0.060606061,0,0.939393939,0.615384615,0.384615385,0.166666667,0.481481481,0.314814815,0,0,0.259259259,3.176470588
Int-Txt-WNL Calais Migrants-int,3.97,0.9,2.8,3.89,5.03,1.23,0.06,0.05,1.21,0.26,0.01,0.28,1.47,0.07,0.21,7.97,25.07,4.07,8.11,0.64,1.3,0.23,0.64,0.2,2.43,2.11,4.5,2.4,0.2,0.13,0.09,11.25,0.22,0.44,0.08,0.06,0.03,0.11,0.44,0.61,0,0.27,0.06,0.13,0.08,0.05,0.2,0.05,0.02,0.02,0.01,0.04,0.04,0.01,253.5,1.62,0.31,3.07,2.18,0.29,0.19,0.13,0.39,0.28,10.31,7.32,0.7,1.51,12.33,22.83,2.21,0.07,1.67,6.02,2.01,2.26,0,0.88,42,67.61,3.11,2.22,4.73,0.26,9.43,8.56,11.51,18.73,82.87,6.75,38.01,10.6,4.39,1.22,0,0.11,6.96,0.86,8.63,7.16,12.2,0.39,50.63,959,1.59,0.61,0.97,0.23,0.14,0.14,0.09,0.22972973,1.214285714,0.053125,1.214285714,0.053125,0,0,1.214285714,0.053125,0.10625,0.161458333,0.207291667,0.042708333,0.023958333,0.102272727,0,0.897727273,0,0,1,0.708333333,0.291666667,0.060606061,0.383838384,0.494949495,0,0,0.171717172,3.96
Int-Txt-WNL Can the US-int,3.63,1.27,2.83,3.95,5.38,0.77,0.04,0.03,0.52,0.13,0,0.12,0.65,0.03,0.32,7.45,19.79,4.36,7.88,0.45,0.9,0.29,0.47,0.2,1.99,1.8,4.03,2.09,0.12,0.12,0.09,9.83,0.21,0.49,0.08,0.06,0.04,0.09,0.37,0.68,0.01,0.33,0.03,0.12,0.04,0.11,0.19,0.03,0.01,0.03,0.01,0.05,0.03,0,193.5,1.5,0.26,2.05,1.32,0.21,0.29,0.19,0.29,0.19,11.15,7.21,0.64,1.36,10.13,19.52,1.75,0.02,1.91,4.77,2.06,1.86,0,0.54,44,56.61,2.7,2.29,3.7,0.29,9.72,10.87,12.56,17.79,65.37,8.29,39.41,12.07,4.83,1.47,0,0.02,6.07,0.87,8.97,8.04,12.69,0.43,54.53,859,1.27,0.29,0.97,0.06,0.13,0.02,0.06,0.095435685,0.522727273,0.026744186,0.522727273,0.026744186,0,0,0.772727273,0.039534884,0.119767442,0.148837209,0.180232558,0.031395349,0.01744186,0.064935065,0,0.935064935,0,0.051282051,0.948717949,0.666666667,0.333333333,0.208333333,0.444444444,0.319444444,0.027777778,0,0.277777778,2.571428571
Int-Txt-WNL Canadian Pair-int,4.01,0.95,2.71,4.04,5.01,0.57,0.04,0.06,0.95,0.26,0.01,0.32,1.21,0.08,0.31,4.9,11.45,2.11,5.11,0.4,0.88,0.11,0.4,0.28,2.53,2.16,4.65,2.47,0.24,0.11,0.12,9.57,0.24,0.44,0.07,0.07,0.03,0.11,0.45,0.62,0,0.27,0.07,0.12,0.09,0.08,0.19,0.02,0.09,0.02,0.02,0.01,0.02,0,183.33,1.66,0.31,1.82,1.2,0.21,0.15,0.1,0.31,0.2,9.68,6.39,0.66,1.14,9.14,16.14,1.66,0,1.78,4.23,2.01,1.52,0,0.52,42,47.02,2.52,2.34,2.88,0.16,7.11,8.91,11.38,17.85,75.83,6.19,32.99,11.25,4.55,1.37,0,0.06,7.74,0.87,8.09,7.15,11.44,0.43,51.69,678,1.07,0.45,0.61,0.11,0.16,0.04,0.11,0.251572327,0.952380952,0.058910162,0.904761905,0.055964654,0,0,0.571428571,0.035346097,0.104565538,0.169366716,0.209131075,0.038291605,0.023564065,0.158730159,0,0.841269841,0,0.034482759,0.965517241,0.681818182,0.318181818,0.064935065,0.363636364,0.415584416,0.025974026,0.025974026,0.207792208,5.923076923
Int-Txt-WNL Castaway-int,3.88,1.09,2.83,3.85,5.05,1.03,0.05,0.05,1.1,0.25,0.01,0.23,1.35,0.06,0.23,5.64,21.39,3.17,5.64,0.6,1.78,0.42,0.6,0.21,2.44,2.27,4.5,2.5,0.24,0.13,0.07,9.33,0.21,0.47,0.08,0.05,0.03,0.1,0.39,0.65,0,0.3,0.05,0.11,0.08,0.07,0.2,0.03,0.07,0.02,0.02,0.01,0.01,0.01,174.45,1.67,0.3,2.01,1.52,0.42,0.23,0.17,0.52,0.39,10.47,7.92,0.75,1.67,11.64,22.07,2.1,0,1.82,5.5,2,1.85,0,1.14,28,64.53,2.78,2.36,4.67,0.42,9.57,9.19,12.42,18.27,76.73,7.4,40.74,11.69,4.5,1.3,0,0,6.96,0.87,7.87,8.04,11.14,0.44,51.46,618,1.46,0.6,0.85,0.07,0.17,0.14,0.21,0.19375,1.107142857,0.050080775,1.107142857,0.050080775,0,0,1.035714286,0.046849758,0.088852989,0.151857835,0.224555735,0.053311793,0.032310178,0.1,0,0.9,0.03030303,0.090909091,0.878787879,0.597560976,0.402439024,0.15,0.383333333,0.433333333,0,0,0.1,4.285714286
Int-Txt-WNL Changing India-int,3.85,1.43,2.59,4.68,5.73,0.82,0.04,0.03,0.64,0.26,0.01,0.15,0.91,0.04,0.27,6.32,21.79,4.47,6.41,0.41,1.61,0.35,0.41,0.18,2.22,1.97,4.23,2.21,0.25,0.15,0.07,8.37,0.22,0.51,0.1,0.04,0.03,0.1,0.39,0.64,0.01,0.33,0.03,0.14,0.05,0.09,0.16,0.02,0.04,0.01,0.02,0.02,0.03,0,140.35,1.54,0.23,2.68,2.07,0.33,0.29,0.22,0.42,0.32,11.17,8.61,0.77,1.31,10.85,21.02,1.88,0.05,1.85,5.5,2.08,2.2,0,0.79,34,60.32,2.44,2.25,3.2,0.23,9.31,9.63,13.22,17.75,64.01,8.83,40.03,12.52,4.6,1.47,0,0,5.84,0.88,8.67,7.65,12.26,0.45,55.43,715,1.35,0.26,1.08,0.05,0.05,0.02,0.11,0.111111111,0.647058824,0.030726257,0.617647059,0.029329609,0,0,0.823529412,0.039106145,0.129888268,0.171787709,0.219273743,0.033519553,0.025139665,0.079365079,0.015873016,0.904761905,0,0.058823529,0.941176471,0.782051282,0.217948718,0.214285714,0.464285714,0.267857143,0,0,0.339285714,3.111111111
Int-Txt-WNL Coloring Books-int,3.87,1.02,2.95,4.26,5.26,0.64,0.03,0.07,1.32,0.51,0.02,0.4,1.83,0.1,0.27,7.13,27.43,3.27,7.21,0.4,1.7,0.24,0.4,0.21,2.43,2.1,4.43,2.34,0.26,0.14,0.08,10.19,0.23,0.43,0.09,0.05,0.03,0.07,0.42,0.63,0,0.27,0.08,0.11,0.12,0.07,0.2,0.03,0.03,0.02,0.02,0.03,0.04,0.01,207.82,1.76,0.3,1.67,1.38,0.36,0.14,0.12,0.41,0.34,8.75,7.23,0.82,1.47,10.89,19.16,2.18,0,1.74,4.89,2,1.78,0,0.94,37,56.78,2.64,2.27,3.91,0.27,8.37,9.04,12.2,17.97,74.6,7.08,36.7,11.78,4.52,1.35,0,0,6.7,0.86,7.86,7.45,11.11,0.41,49.32,709,1.1,0.4,0.7,0.08,0.18,0.08,0.05,0.288235294,1.324324324,0.069014085,1.324324324,0.069014085,0,0,0.621621622,0.032394366,0.1,0.156338028,0.211267606,0.046478873,0.023943662,0.03030303,0.015151515,0.954545455,0.03030303,0,0.96969697,0.666666667,0.333333333,0.125,0.1625,0.5,0,0,0.05,3.333333333
Int-Txt-WNL Criminal Links-int,3.59,1.52,2.95,4.2,5.65,0.9,0.04,0.03,0.69,0.18,0,0.16,0.87,0.04,0.21,5.66,15.21,3.84,5.66,0.45,1.42,0.24,0.45,0.33,2.12,1.99,4.18,2.19,0.27,0.16,0.06,7.97,0.23,0.48,0.11,0.04,0.04,0.09,0.38,0.66,0.01,0.32,0.04,0.13,0.05,0.06,0.18,0.05,0.05,0.01,0.03,0.02,0.01,0,127.11,1.33,0.25,2.05,1.36,0.25,0.34,0.22,0.37,0.25,11.79,7.86,0.66,1.43,10.63,20.72,1.75,0.03,1.95,5.18,1.98,2.12,0,0.66,33,59.6,2.63,2.3,3.78,0.21,9.86,10.56,12.96,17.78,71.36,7.69,39.27,12.35,4.76,1.38,0,0,6.76,0.88,8.89,7.94,12.57,0.48,58.22,684,1.33,0.27,1.06,0.15,0.03,0.03,0.06,0.127071823,0.696969697,0.033576642,0.666666667,0.032116788,0,0,0.909090909,0.04379562,0.122627737,0.148905109,0.198540146,0.039416058,0.023357664,0.087719298,0.01754386,0.894736842,0,0,1,0.655172414,0.344827586,0.177419355,0.35483871,0.338709677,0.032258065,0.016129032,0.193548387,3.263157895
Int-Txt-WNL Cuba-int,3.6,1.1,2.54,4.45,5.76,1.42,0.07,0.03,0.6,0.21,0.01,0.14,0.81,0.04,0.24,4.03,20.6,2.63,4.09,0.48,1.6,0.3,0.48,0.22,2.02,1.89,4.23,2.14,0.16,0.17,0.08,9.12,0.25,0.46,0.11,0.05,0.04,0.11,0.4,0.64,0,0.3,0.03,0.14,0.05,0.07,0.17,0.01,0.01,0.01,0.04,0.02,0.05,0,166.4,1.6,0.26,3.08,2.23,0.33,0.29,0.21,0.43,0.31,12.29,8.91,0.72,1.48,10.54,21.6,1.75,0,1.99,5.18,2.01,2.33,0.03,0.81,33,62.21,2.42,2.3,3.6,0.39,10.96,11.21,14.1,17.56,64.25,9.02,44.18,13.17,4.85,1.45,0,0,5.19,0.88,8.95,7.49,12.65,0.47,57.81,713,1.63,0.66,0.96,0.12,0.18,0.06,0.3,0.109289617,0.606060606,0.028011204,0.575757576,0.026610644,0,0,1.424242424,0.065826331,0.12605042,0.177871148,0.226890756,0.023809524,0.021008403,0.06122449,0,0.93877551,0.033333333,0.033333333,0.933333333,0.62962963,0.37037037,0.089285714,0.535714286,0.321428571,0,0,0.214285714,3.5
Int-Txt-WNL David Bowie-int,3.52,1.38,2.8,4.31,5.33,1.16,0.06,0.03,0.6,0.51,0.02,0.16,1.12,0.06,0.38,16.19,18.35,6.57,16.37,0.57,0.69,0.23,0.57,0.33,2.18,2.03,4.13,2.35,0.28,0.12,0.03,10.4,0.15,0.61,0.07,0.02,0.03,0.1,0.37,0.64,0,0.39,0.03,0.13,0.07,0.15,0.15,0.01,0.08,0.01,0.02,0,0,0,216.4,1.56,0.22,3.34,1.99,0.19,0.38,0.22,0.32,0.19,14.82,8.82,0.59,1.14,9.94,20.64,1.39,0.01,2.1,5.46,2.03,2.16,0,0.51,56,57.85,2.33,2.44,2.67,0.33,9.37,9.98,11.83,18.2,75.18,7.14,38.26,11.42,4.67,1.34,0,0.02,7.01,0.88,10.39,7.55,14.7,0.43,59.34,1156,1.28,0.19,1.08,0.07,0.07,0,0.05,0.091397849,0.607142857,0.029386344,0.607142857,0.029386344,0,0,1.160714286,0.056179775,0.180639585,0.148660328,0.194468453,0.029386344,0.014693172,0.024390244,0,0.975609756,0.034482759,0.017241379,0.948275862,0.582733813,0.417266187,0.099099099,0.486486486,0.261261261,0,0,0.333333333,7.928571429
Int-Txt-WNL David Mitchell-int,3.73,1.28,2.84,4.3,5.3,1.03,0.04,0.05,1.21,0.5,0.02,0.3,1.71,0.07,0.26,5.25,22.78,2.6,5.25,0.42,2.03,0.17,0.42,0.28,2.5,2.22,4.64,2.49,0.37,0.14,0.07,8.08,0.21,0.45,0.08,0.04,0.04,0.1,0.44,0.59,0.02,0.27,0.05,0.14,0.08,0.07,0.19,0.04,0.04,0.01,0.04,0.01,0.02,0,130.68,1.34,0.28,2.68,2.52,0.48,0.22,0.21,0.53,0.5,10.6,10,0.94,1.85,13.21,25,2.35,0,1.78,6.35,2,2.39,0,1.39,28,73.17,2.5,2.42,4.64,0.6,10.21,9.11,12.63,18.43,77.31,7.72,40.06,11.61,4.47,1.27,0,0,6.88,0.87,8.15,7.64,11.52,0.43,51.65,700,1.78,0.75,1.03,0.21,0.14,0.17,0.21,0.215189873,1.214285714,0.04850214,1.214285714,0.04850214,0,0,1.035714286,0.041369472,0.12125535,0.155492154,0.22253923,0.027104137,0.015691869,0.06779661,0.016949153,0.915254237,0,0,1,0.681818182,0.318181818,0.138888889,0.319444444,0.361111111,0,0,0.194444444,4
Int-Txt-WNL Drowning in rubbish-int,3.31,1.07,2.67,4.52,5.8,1.3,0.07,0.02,0.38,0.34,0.02,0.13,0.73,0.04,0.25,2.84,7.76,2.07,2.96,0.34,0.73,0.23,0.34,0.19,1.98,1.86,3.98,2.09,0.2,0.17,0.05,6.6,0.23,0.52,0.11,0.03,0.04,0.12,0.36,0.66,0,0.34,0.02,0.11,0.04,0.08,0.16,0.03,0,0.02,0,0.04,0.04,0,87.14,1.36,0.23,3.13,2.01,0.27,0.42,0.27,0.39,0.25,12.73,8.2,0.64,1.38,9.76,18.61,1.46,0.03,2.15,4.53,2.02,1.61,0,0.53,26,52.53,2.26,2.3,3.15,0.23,9.81,11.31,12.55,17.7,69.93,7.5,41.17,12.09,4.92,1.42,0,0.04,5.63,0.89,7.97,7.23,11.27,0.51,57.15,484,1.11,0.19,0.92,0.07,0.07,0.03,0,0.070921986,0.384615385,0.020618557,0.384615385,0.020618557,0,0,1.307692308,0.070103093,0.103092784,0.15257732,0.195876289,0.020618557,0.012371134,0.025641026,0.025641026,0.948717949,0.043478261,0,0.956521739,0.616666667,0.383333333,0.12195122,0.414634146,0.195121951,0,0,0.146341463,3.416666667
Int-Txt-WNL EU Pollution-int,3.57,1.39,2.55,4.44,6.24,1.46,0.06,0,0.03,0.03,0,0,0.07,0,0.18,7.38,27.76,5.26,7.53,0.61,2.46,0.53,0.61,0.23,2.01,1.85,3.95,2.08,0.34,0.14,0.06,7.28,0.2,0.54,0.09,0.04,0.02,0.09,0.33,0.7,0.02,0.38,0,0.13,0,0.07,0.17,0.05,0.01,0.02,0.03,0.02,0.02,0,106.25,1.25,0.21,3.96,2.8,0.26,0.17,0.12,0.37,0.26,13.31,9.43,0.7,1.66,12.11,26.11,1.96,0,2.24,6,2.09,3.11,0,0.76,26,74.23,2.76,2.26,4.61,0.38,14.53,13.45,17.42,16.91,51.21,11.82,51.26,15.55,5.19,1.56,0,0,5.56,0.87,8.27,9.21,11.7,0.44,53.12,679,1.26,0.26,1,0.07,0.11,0,0.07,0.004504505,0.038461538,0.001470588,0.038461538,0.001470588,0,0,1.461538462,0.055882353,0.119117647,0.167647059,0.211764706,0.036764706,0.029411765,0.0625,0.041666667,0.895833333,0,0.107142857,0.892857143,0.657534247,0.342465753,0.277777778,0.722222222,0.055555556,0,0,0.333333333,2.571428571
Int-Txt-WNL Experience-int,4.01,1.18,2.86,3.98,4.99,0.56,0.03,0.11,1.79,0.4,0.02,0.8,2.2,0.14,0.08,12.63,25.22,1.68,12.63,0.63,1.27,0.09,0.63,0.22,2.8,2.51,4.84,2.74,0.21,0.14,0.12,11.21,0.26,0.33,0.08,0.06,0.05,0.08,0.5,0.56,0,0.18,0.12,0.13,0.15,0.01,0.22,0.02,0.11,0.02,0.02,0.02,0.01,0,251.65,1.78,0.38,1.19,0.84,0.36,0.19,0.13,0.39,0.28,8.52,6.04,0.7,1.34,9.79,17.04,2,0,1.56,4.7,1.98,1.59,0,0.81,44,51.02,2.81,2.23,3.79,0.22,5.68,6.63,9.3,18.78,87.82,4.77,31.35,9.45,4.14,1.22,0,0.01,6.92,0.86,7.66,6.97,10.84,0.39,47.31,750,1.43,0.79,0.63,0.15,0.25,0.15,0.22,0.652892562,1.795454545,0.105193076,1.795454545,0.105193076,0,0,0.568181818,0.033288948,0.035952064,0.17310253,0.247669774,0.06391478,0.03195739,0.14084507,0,0.85915493,0,0,1,0.704081633,0.295918367,0.067226891,0.134453782,0.621848739,0,0,0,7.933333333
Int-Txt-WNL Extinction-int,3.59,1.43,2.62,4.22,5.58,1.61,0.06,0.03,0.88,0.46,0.01,0.18,1.34,0.05,0.1,5.34,18.92,2.73,5.69,0.53,1.73,0.23,0.53,0.28,2.17,1.95,4.28,2.18,0.19,0.13,0.09,7.94,0.23,0.5,0.08,0.06,0.04,0.11,0.42,0.63,0.01,0.31,0.03,0.13,0.05,0.03,0.16,0.03,0.01,0.03,0.01,0.04,0.02,0,126.32,1.37,0.23,2.91,2.87,0.47,0.35,0.34,0.48,0.47,11.41,11.23,0.98,1.8,12.42,27.23,2.38,0,2,6.57,2.02,2.61,0,1.15,26,78.07,2.42,2.29,4.38,0.26,13.86,11.91,15.53,17.8,63.53,10.41,49.62,13.87,4.92,1.4,0,0.04,5.17,0.87,8.39,7.31,11.87,0.44,53.38,708,1.92,0.34,1.57,0.23,0,0.03,0.07,0.117948718,0.884615385,0.032440056,0.884615385,0.032440056,0,0,1.615384615,0.059238364,0.05077574,0.129760226,0.18899859,0.026798307,0.011283498,0.076923077,0,0.923076923,0,0,1,0.674698795,0.325301205,0.068181818,0.272727273,0.386363636,0,0,0.045454545,3.384615385
Int-Txt-WNL Extreme heat-int,3.74,1.02,2.9,3.83,5.13,1.17,0.06,0.06,1.09,0.53,0.03,0.35,1.63,0.09,0.21,6.82,17.92,2.51,7.07,0.56,1.12,0.14,0.58,0.2,2.46,2.15,4.45,2.4,0.14,0.15,0.09,10.68,0.24,0.42,0.09,0.06,0.03,0.1,0.42,0.64,0,0.27,0.06,0.1,0.1,0.06,0.2,0.02,0.08,0.02,0.02,0.03,0,0,228.34,1.67,0.31,1.78,1.48,0.35,0.17,0.14,0.37,0.31,9.02,7.53,0.83,1.47,10.51,20.02,2.21,0,1.87,5,2.02,1.78,0,0.87,41,58.63,2.65,2.19,3.92,0.19,8.59,9.19,11.53,18.26,79.72,6.42,37.75,11.2,4.54,1.29,0,0,7.58,0.87,8.56,6.72,12.11,0.42,52.28,821,1.46,0.6,0.85,0.07,0.24,0.07,0.21,0.236842105,1.097560976,0.054744526,1.097560976,0.054744526,0,0,1.146341463,0.057177616,0.100973236,0.165450122,0.192214112,0.03163017,0.0243309,0.131578947,0,0.868421053,0.068965517,0,0.931034483,0.730769231,0.269230769,0.120879121,0.274725275,0.428571429,0,0,0.087912088,4.136363636
Int-Txt-WNL FIFA-int,3.32,1.97,2.69,4.75,6.14,1.92,0.08,0.02,0.46,0.28,0.01,0.08,0.75,0.03,0.43,5,24.57,3.92,5.25,0.53,1.85,0.39,0.57,0.44,2.04,1.97,4.25,2.23,0.24,0.11,0.06,9.21,0.17,0.57,0.07,0.04,0.03,0.1,0.36,0.67,0,0.38,0.02,0.13,0.04,0.16,0.16,0.01,0.05,0.01,0.04,0.01,0.01,0,170.01,1.68,0.24,3.86,2.94,0.35,0.37,0.28,0.43,0.32,14.11,10.74,0.76,1.59,11.67,25.71,1.82,0,2.17,6.25,2.08,3.1,0,0.75,28,73,2.39,2.33,3.82,0.46,14,12.91,17.45,16.87,53.75,11.42,53.34,15.57,5.1,1.53,0,0.01,5.42,0.87,8.45,6.93,11.96,0.44,53.58,720,1.67,0.5,1.17,0.03,0.1,0.03,0.32,0.054393305,0.464285714,0.018030513,0.464285714,0.018030513,0,0,1.928571429,0.074895978,0.194174757,0.155339806,0.20110957,0.024965326,0.020804438,0.063829787,0,0.936170213,0,0,1,0.720588235,0.279411765,0.177419355,0.677419355,0.177419355,0,0,0.451612903,3.1
Int-Txt-WNL Fifth of young adults-int,4.07,1.21,3.06,4.04,5.17,0.86,0.03,0.05,1.21,0.57,0.02,0.35,1.78,0.08,0.1,6.31,28.6,3.65,6.86,0.5,1.63,0.23,0.52,0.34,2.46,2.22,4.64,2.5,0.33,0.14,0.08,11.88,0.23,0.4,0.08,0.05,0.03,0.09,0.44,0.6,0.01,0.24,0.05,0.14,0.09,0.02,0.21,0.06,0.03,0.03,0.01,0.04,0.02,0,282.33,1.83,0.32,1.73,1.19,0.31,0.16,0.11,0.39,0.26,10.4,7.18,0.69,1.71,12.52,23.81,2.28,0,1.74,5.81,2.03,2.31,0,0.97,38,70.73,3.31,2.26,5.68,0.26,9.39,8.09,11.79,18.74,79.29,7.44,36.57,10.71,4.3,1.25,0,0,6.5,0.85,7.94,8.3,11.23,0.37,47.05,905,1.78,0.71,1.07,0.31,0.21,0.13,0.05,0.238341969,1.210526316,0.050772627,1.210526316,0.050772627,0,0,0.868421053,0.036423841,0.068432671,0.17218543,0.219646799,0.037527594,0.020971302,0.061728395,0,0.938271605,0,0.02173913,0.97826087,0.634920635,0.365079365,0.157303371,0.179775281,0.438202247,0,0,0.04494382,4.684210526
